Transaction unique identifier,Price,Date of Transfer,Property Type,Old/New,Duration,Town/City,District,County,PPDCategory Type,Record Status - monthly file only
{979FB5AD-A804-4855-860E-FC9F051E129B},228500,2014-02-28 00:00,T,N,F,PRINCES RISBOROUGH,WYCOMBE,BUCKINGHAMSHIRE,A,A
{BE535C7E-37AD-4DB0-B377-7F43F7BF9CA7},60000,1997-12-18 00:00,T,N,F,KEIGHLEY,BRADFORD,WEST YORKSHIRE,A,A
{D0C9E54E-5E5D-427C-B617-18400FB50D71},50000,2013-08-01 00:00,T,N,F,GRIMSBY,NORTH EAST LINCOLNSHIRE,NORTH EAST LINCOLNSHIRE,A,A
{CCE7BF9B-6196-40F3-85B9-21324971819C},144000,2005-08-12 00:00,F,Y,L,ASHFORD,ASHFORD,KENT,A,A
{58921995-4DEB-4E6F-B2F3-B0D8143C78E5},99950,2014-06-30 00:00,T,N,F,PETERBOROUGH,CITY OF PETERBOROUGH,CITY OF PETERBOROUGH,A,A
{149B819E-79E9-4265-9770-CA2026F36A02},49000,1999-07-30 00:00,S,N,F,CAERPHILLY,CAERPHILLY,CAERPHILLY,A,A
{EEAADA4F-485D-4B48-9661-07112DB88945},225000,2011-02-22 00:00,S,N,F,WATERLOOVILLE,HAVANT,HAMPSHIRE,A,A
{8EE75869-1572-4532-BEEE-AE38320432DB},57500,1998-11-10 00:00,S,N,L,TRIMDON STATION,SEDGEFIELD,DURHAM,A,A
{404A5AF3-F7D9-CD2B-E050-A8C063055C7B},265000,2016-10-21 00:00,D,N,F,TELFORD,WREKIN,WREKIN,A,A
{1F888748-40CB-4DF7-9A11-19788933667B},182000,2014-05-19 00:00,T,N,F,PLYMOUTH,CITY OF PLYMOUTH,CITY OF PLYMOUTH,A,A
{D15EC9C4-9AC8-4660-BB9A-0B33BEA54518},90000,1996-08-23 00:00,D,Y,F,LIVERPOOL,LIVERPOOL,MERSEYSIDE,A,A
{9CF7DA30-CD24-44DE-97F1-7683D54DECE6},39950,2002-06-14 00:00,S,N,F,SPENNYMOOR,SEDGEFIELD,DURHAM,A,A
{9D96A1F2-CD64-4C2B-A503-499607F9A077},209950,2010-11-30 00:00,T,Y,F,NORWICH,SOUTH NORFOLK,NORFOLK,A,A
{4C4EDFFF-EE5D-1854-E050-A8C063054F34},105000,2017-02-20 00:00,S,N,F,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{57959458-5913-405E-A53E-91CD0AE9298A},115000,2003-12-10 00:00,F,N,L,LONDON,NEWHAM,GREATER LONDON,A,A
{F18D33B4-DEAA-4858-B23D-715291504DF6},60000,2000-06-30 00:00,D,N,F,LINCOLN,NORTH KESTEVEN,LINCOLNSHIRE,A,A
{2FD36066-4908-4BF8-E050-A8C0620562B1},115000,2016-02-29 00:00,D,N,F,PONTEFRACT,WAKEFIELD,WEST YORKSHIRE,A,A
{08A895A1-A6B5-4DED-98B7-BE48E7001D20},84787,2012-06-01 00:00,T,N,F,HULL,CITY OF KINGSTON UPON HULL,CITY OF KINGSTON UPON HULL,A,A
{1C9001D4-8C87-43C0-A3E6-4ED2B08078A8},2275000,2014-06-10 00:00,F,N,L,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A
{9C0436B7-94AD-4826-860D-A853090968F1},215000,2010-03-17 00:00,D,N,F,RUNCORN,HALTON,HALTON,A,A
{0F812354-F29B-4663-BC02-331858F4C99A},375000,2007-12-11 00:00,D,N,F,MALMESBURY,NORTH WILTSHIRE,WILTSHIRE,A,A
{70021732-E12A-4AAC-A1C0-671EE3784660},163524,2008-06-30 00:00,T,Y,F,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{ED8FF732-96A8-454E-9905-1F53711B2C50},210000,2005-06-30 00:00,S,Y,F,AYLESBURY,AYLESBURY VALE,BUCKINGHAMSHIRE,A,A
{50F18103-12B2-9FD5-E050-A8C063054923},230000,2017-04-12 00:00,T,N,F,LEOMINSTER,HEREFORDSHIRE,HEREFORDSHIRE,A,A
{4767C7E8-AE8F-4FBF-BAB0-8FCA13B23EF2},262500,2000-05-02 00:00,D,N,F,DUNMOW,UTTLESFORD,ESSEX,A,A
{4BD8B20F-D5DE-4194-B19B-587EF1AA2AAD},334000,2002-05-17 00:00,D,N,F,ORPINGTON,BROMLEY,GREATER LONDON,A,A
{4BBC7447-5C39-4A07-8A44-46C0D4FF03FB},114500,2002-01-11 00:00,S,N,F,LEIGH-ON-SEA,SOUTHEND-ON-SEA,SOUTHEND-ON-SEA,A,A
{E8171420-92EA-4F53-B986-3773EC2F2217},136950,2000-04-20 00:00,D,Y,F,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{34AFB2BF-A4EC-4744-B7A6-EF8944262CB2},169950,2005-12-12 00:00,T,Y,L,BURNLEY,BURNLEY,LANCASHIRE,A,A
{38BA4A7F-EAD9-4C26-A024-CFB24054C971},220000,2000-03-30 00:00,S,N,F,STOCKPORT,MACCLESFIELD,CHESHIRE,A,A
{7E5C88C6-D76A-409D-B1FB-7C120AB2250D},39500,2002-06-19 00:00,T,N,F,BOSTON,BOSTON,LINCOLNSHIRE,A,A
{AFB27FBF-4CE1-4CF3-956A-FD7ABADB84FA},43000,2002-09-06 00:00,T,N,F,WAKEFIELD,WAKEFIELD,WEST YORKSHIRE,A,A
{20EEDAD0-4A93-46FE-95D9-BB0B1DC47DF9},29000,1996-07-02 00:00,T,N,F,BRADFORD,BRADFORD,WEST YORKSHIRE,A,A
{A1B4EECA-E488-4CD3-8503-2220A1420E41},125500,2001-11-30 00:00,F,N,L,LONDON,HACKNEY,GREATER LONDON,A,A
{11E83659-A2C1-4E8C-8B95-A959D22AF6B3},119500,2001-04-27 00:00,T,N,F,ENFIELD,ENFIELD,GREATER LONDON,A,A
{9AC87C6D-E1EB-43BA-8CFF-3B5AC12E9094},83000,2000-11-03 00:00,F,N,L,NORTHOLT,EALING,GREATER LONDON,A,A
{13333590-C0D0-496F-863B-AA49B37D552F},38000,1996-12-20 00:00,S,N,L,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{5376B385-C42B-34C1-E053-6B04A8C09FF6},145000,2017-05-11 00:00,T,N,F,CORBY,CORBY,NORTHAMPTONSHIRE,A,A
{D3D2A62D-E3DE-45C5-8E36-85F83AAC6C41},86500,2001-10-16 00:00,T,N,L,HIGH PEAK,HIGH PEAK,DERBYSHIRE,A,A
{16C4175B-3059-4772-AF05-8CC2E8880289},285000,2009-06-17 00:00,D,N,F,TIVERTON,MID DEVON,DEVON,A,A
{10A69EA2-90CE-4029-97F0-1DD9F0D2874A},59500,2007-08-17 00:00,F,N,L,CHATHAM,MEDWAY,MEDWAY,A,A
{DB278E4E-B645-4BC3-8608-3F8D8B818198},227500,2006-08-23 00:00,S,N,F,BROMSGROVE,BROMSGROVE,WORCESTERSHIRE,A,A
{E853A3E7-BE2C-42BB-8A72-773C2EFDF044},97500,2002-03-28 00:00,T,N,F,SUDBURY,BABERGH,SUFFOLK,A,A
{45F7ABD2-A112-4532-9EF4-E3904F1FC9C4},94000,2003-04-01 00:00,T,N,F,SWAFFHAM,BRECKLAND,NORFOLK,A,A
{9FA9CC58-251B-4D26-BFB3-5D5D546051FC},57000,1996-12-04 00:00,D,N,F,BRIXHAM,TORBAY,TORBAY,A,A
{5436A6F6-9790-4DE8-B4EE-10E0724C9632},148500,2011-11-21 00:00,T,N,F,PLYMOUTH,CITY OF PLYMOUTH,CITY OF PLYMOUTH,A,A
{F0373377-764D-49D6-8217-6DF498A0B044},72000,1997-09-19 00:00,D,N,F,HARTLEPOOL,HARTLEPOOL,HARTLEPOOL,A,A
{85511BA1-3535-4FD7-A795-0CC61575959E},207000,2003-06-24 00:00,F,N,L,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,A,A
{B0E214C8-FE17-4D7D-8F57-2DD4B582B9B6},97000,2005-10-14 00:00,F,N,L,LONDON,LEWISHAM,GREATER LONDON,A,A
{74BEFCC3-1579-4166-86F6-E9E058338036},106000,2007-12-20 00:00,T,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{74CB8882-633A-42E8-A215-4DB41A98E5F5},120000,2011-04-21 00:00,D,N,F,LOWESTOFT,WAVENEY,SUFFOLK,A,A
{9C278A01-51E1-4026-870D-57A70FF06C5D},26000,2002-10-11 00:00,T,N,F,DARLINGTON,DARLINGTON,DARLINGTON,A,A
{97B401E9-ECAB-4EC1-B437-DDFC4A2057B0},340000,2004-08-06 00:00,D,N,F,WALTHAM CROSS,BROXBOURNE,HERTFORDSHIRE,A,A
{910EEBB9-2BB2-422E-8B7C-F18556426FD8},110000,2014-01-24 00:00,S,N,L,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{EDF172C9-0763-4864-9311-D1F180AB5AAC},31000,1996-07-26 00:00,S,N,F,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,A,A
{2FC88E37-EF71-496B-855E-D7098A34D407},68000,2002-11-08 00:00,T,N,F,STAFFORD,STAFFORD,STAFFORDSHIRE,A,A
{4237ED82-9064-45C7-B38E-19DFDE570D17},42995,2000-01-21 00:00,S,N,L,HARWICH,TENDRING,ESSEX,A,A
{246898F1-55F6-4903-8C97-9B0AE8929110},75000,1996-07-03 00:00,S,N,F,SOUTHSEA,PORTSMOUTH,PORTSMOUTH,A,A
{C2BAE645-E9B9-40F2-A816-EECD83FEA5D9},51950,1996-04-30 00:00,T,N,F,CROYDON,CROYDON,GREATER LONDON,A,A
{D49AE028-B48E-4D8D-A0E2-3CC08940A0C4},26000,1998-05-14 00:00,T,N,F,DUDLEY,DUDLEY,WEST MIDLANDS,A,A
{267C2407-A756-4B0C-802D-8A5D6CA1685A},153000,2005-08-01 00:00,T,N,F,PENARTH,THE VALE OF GLAMORGAN,THE VALE OF GLAMORGAN,A,A
{88F192DD-8902-42ED-AF88-15A22BF1B494},154000,2005-07-28 00:00,F,N,L,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{9D23BBE1-F4D3-46C6-8D0E-339C312DAA17},63500,1999-05-07 00:00,D,N,F,NOTTINGHAM,ASHFIELD,NOTTINGHAMSHIRE,A,A
{4C4EDFFF-D71B-1854-E050-A8C063054F34},137000,2017-02-24 00:00,T,N,F,LOWESTOFT,WAVENEY,SUFFOLK,A,A
{C4E89EEF-3586-43BB-A6A9-F737F2F51B2E},115000,2004-10-08 00:00,S,N,F,NUNEATON,NUNEATON AND BEDWORTH,WARWICKSHIRE,A,A
{373A264E-E093-45CC-8E48-3DC3CA1F8527},215000,2007-06-08 00:00,T,N,F,BEXHILL-ON-SEA,ROTHER,EAST SUSSEX,A,A
{2E127A17-7C98-40EF-A135-89BBDF7B0EAE},184995,2004-07-09 00:00,S,N,F,LUTON,LUTON,LUTON,A,A
{B7A14A57-09D6-4F36-A720-5B53A238F03A},118000,2014-05-20 00:00,S,N,F,NEWCASTLE,NEWCASTLE-UNDER-LYME,STAFFORDSHIRE,A,A
{028BD838-BC2B-4E75-A3A9-1350B66504D7},270000,2012-07-26 00:00,S,N,F,PRESTON,WYRE,LANCASHIRE,A,A
{9A98E5D2-911B-4E45-83CC-7EBC124C6431},125000,2001-10-18 00:00,F,N,L,BROMLEY,BROMLEY,GREATER LONDON,A,A
{9842747C-11C5-4A2E-B2D7-96E06DC393DE},67000,2004-11-19 00:00,T,N,F,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,A,A
{84208536-D920-4F2C-B653-4DB46B6265F4},119950,2007-04-25 00:00,F,N,L,COLWYN BAY,CONWY,CONWY,A,A
{6C62E5C2-ADE2-4622-975D-E332243839D2},156000,2005-11-30 00:00,T,N,F,ASHFORD,ASHFORD,KENT,A,A
{2A289E9E-F1F8-CDC8-E050-A8C063054829},209950,2009-03-13 00:00,F,N,L,LAUNCESTON,CORNWALL,CORNWALL,A,A
{606EEB90-FD19-47E8-8BDA-4289CAF0C17E},145000,1995-07-28 00:00,T,N,F,LONDON,WANDSWORTH,GREATER LONDON,A,A
{5452AE67-5BB8-4C08-BEC1-3007381A551C},176000,2004-01-16 00:00,D,N,F,SALTASH,CARADON,CORNWALL,A,A
{49E4F9D4-03FC-4053-BDEC-5EED4B4EA4E1},55000,2002-08-02 00:00,S,N,F,BILLINGHAM,STOCKTON-ON-TEES,STOCKTON-ON-TEES,A,A
{5C19E6DE-04B8-4972-87B5-38EA6D02908A},115000,2010-11-26 00:00,F,N,L,IPSWICH,IPSWICH,SUFFOLK,A,A
{EC7AA054-C6DC-43AF-979B-36E00E4F1A11},140000,2011-03-30 00:00,S,N,F,LEICESTER,HARBOROUGH,LEICESTERSHIRE,A,A
{8E66422A-11EF-4B40-92C5-66DF6EBFE144},210000,2004-01-23 00:00,D,N,F,NEWTOWN,POWYS,POWYS,A,A
{FFA66B8D-CD35-4686-9909-27D004F4C431},390000,2004-08-13 00:00,D,N,F,EAST GRINSTEAD,MID SUSSEX,WEST SUSSEX,A,A
{1BDD79D5-BD33-4971-813D-AD09A30E2030},193995,2005-04-29 00:00,T,Y,F,LEICESTER,LEICESTER,LEICESTER,A,A
{9A12FDB6-2901-46C0-9010-7075787A7307},475000,2008-07-04 00:00,D,N,F,BARNET,BARNET,GREATER LONDON,A,A
{BACE6044-58F7-4D91-8CFB-76BD0764BA86},318000,2008-03-14 00:00,D,N,F,ALCESTER,WORCESTER,WORCESTERSHIRE,A,A
{161FAB35-08CE-4E1D-BADE-CE2447BF38C2},103000,1997-03-14 00:00,D,N,F,SOUTH CROYDON,CROYDON,GREATER LONDON,A,A
{07C8F3FF-FF73-46F1-8673-F16D6A56418C},250000,2013-03-01 00:00,S,N,F,LONDON,GREENWICH,GREATER LONDON,A,A
{2A289EA1-0C5A-CDC8-E050-A8C063054829},50000,2006-07-28 00:00,D,N,L,ST NEOTS,HUNTINGDONSHIRE,CAMBRIDGESHIRE,A,A
{0A06FC8C-BCA4-4043-A2D3-DE590E5B6B63},40000,2003-09-26 00:00,T,N,F,SHILDON,SEDGEFIELD,DURHAM,A,A
{10A1C0D2-DD3D-4F4A-9B6D-22739B4F2D03},277500,2007-07-06 00:00,F,N,L,LONDON,WANDSWORTH,GREATER LONDON,A,A
{E67A70E5-943E-4B06-AF8F-F335CE2C4DF0},35950,1997-07-17 00:00,T,N,F,PAR,RESTORMEL,CORNWALL,A,A
{02696923-1A41-41BB-AFB0-4044D0268947},152500,2014-01-31 00:00,D,N,F,NORTHWICH,CHESHIRE WEST AND CHESTER,CHESHIRE WEST AND CHESTER,A,A
{823E9592-E7B7-4286-B0E6-D6F5800DAEA6},114950,2002-07-12 00:00,S,N,F,READING,READING,READING,A,A
{21F1BCC4-873F-4626-9EE2-E296CE557750},14000,1998-02-12 00:00,T,N,F,PONTYPRIDD,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,A,A
{5777F899-31EE-4FD6-A572-264513FA90BF},195000,2002-09-10 00:00,F,N,F,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A
{82DA65E4-A796-4186-9ED0-D99BF684063C},59000,2001-03-27 00:00,S,N,F,MANCHESTER,MANCHESTER,GREATER MANCHESTER,A,A
{EC42FD6B-95EB-48D8-BF14-A132342CA45A},238000,2011-09-16 00:00,D,N,L,ROCHDALE,ROCHDALE,GREATER MANCHESTER,A,A
{8A609521-7181-421F-B715-F662DBAB991A},73000,1999-02-26 00:00,S,N,F,LEICESTER,LEICESTER,LEICESTER,A,A
{464B2A18-3841-4B3A-906B-A2C9FDB7A8AB},162500,2002-03-28 00:00,S,N,F,CHELMSFORD,CHELMSFORD,ESSEX,A,A
{970095C0-57AB-4450-931E-53D9D937E92A},60000,1995-03-17 00:00,D,N,F,COVENTRY,NORTH WARWICKSHIRE,WARWICKSHIRE,A,A
{91A313D0-3C3B-4279-900D-679FBDACED08},111500,2009-12-18 00:00,S,N,F,SWANSEA,SWANSEA,SWANSEA,A,A
{2A289EA0-9AC9-CDC8-E050-A8C063054829},120000,2006-04-03 00:00,T,N,F,DONCASTER,DONCASTER,SOUTH YORKSHIRE,A,A
{DC0929FC-50CE-43E9-999C-825590C1C90E},120000,2008-03-12 00:00,F,N,F,ISLEWORTH,HOUNSLOW,GREATER LONDON,A,A
{7F359D97-255C-495C-814F-416E25D66BEC},248950,2005-05-06 00:00,D,N,F,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{1A6AD060-AE3A-454D-9E2E-5DFBD401A084},215000,2002-09-20 00:00,D,N,F,BEDALE,HAMBLETON,NORTH YORKSHIRE,A,A
{05DBF15D-6C1B-4BFD-AE36-93EDC3CB54A1},241565,2006-09-01 00:00,F,N,L,LONDON,WANDSWORTH,GREATER LONDON,A,A
{6E24AC5B-EE7B-4C98-A083-D9FE8B64A89F},132000,2011-02-08 00:00,F,N,L,BARNSTAPLE,NORTH DEVON,DEVON,A,A
{23B6165E-E639-FCF4-E050-A8C0620577FA},455000,2015-06-04 00:00,S,Y,F,EPSOM,REIGATE AND BANSTEAD,SURREY,A,A
{21E5FEB6-C62C-2439-E050-A8C06205342E},180000,2014-01-31 00:00,O,N,L,SUTTON,SUTTON,GREATER LONDON,B,A
{EE54C27E-9334-495F-92FD-11FF3ED75643},67950,2002-04-12 00:00,T,N,F,STOKE-ON-TRENT,STAFFORDSHIRE MOORLANDS,STAFFORDSHIRE,A,A
{B67DE511-268B-4004-9DC7-2FE99F253FA5},235000,2006-04-12 00:00,D,N,F,LEEDS,LEEDS,WEST YORKSHIRE,A,A
{9C28AA44-59DF-482A-8334-5901CC678B23},100000,2012-10-29 00:00,S,N,F,STOCKTON-ON-TEES,STOCKTON-ON-TEES,STOCKTON-ON-TEES,A,A
{D607489B-B39E-40FD-8952-58B33DB26122},30500,1998-07-31 00:00,F,N,L,SWINDON,SWINDON,SWINDON,A,A
{4C4EDFFF-B90E-1854-E050-A8C063054F34},59000,2017-03-03 00:00,S,N,F,WORKSOP,BASSETLAW,NOTTINGHAMSHIRE,A,A
{B2A3CE94-1430-4D9E-BA08-FF0C2D93AB21},69000,1997-02-12 00:00,T,N,F,BASINGSTOKE,BASINGSTOKE AND DEANE,HAMPSHIRE,A,A
{5B32BEE4-CE4D-4D16-9B75-033C7B4656D8},29500,1995-01-25 00:00,T,N,F,MERTHYR TYDFIL,MERTHYR TYDFIL,MERTHYR TYDFIL,A,A
{ABA372A8-7DA3-4655-A5D7-8145E9A67A00},175000,2007-05-04 00:00,S,N,F,STOKE-ON-TRENT,STOKE-ON-TRENT,STOKE-ON-TRENT,A,A
{9A0DC430-CEE7-4E8D-B8DB-9173D023D361},87000,2000-06-09 00:00,T,N,F,NEWPORT,NEWPORT,NEWPORT,A,A
{069FA2E5-50D4-48C2-8BB7-4ED76738471F},270000,2008-03-12 00:00,D,N,F,BEXLEYHEATH,BEXLEY,GREATER LONDON,A,A
{CFE915F3-A361-4E62-AF3E-56A369F0141E},221000,2001-07-30 00:00,S,N,F,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A
{C3FD68C5-B870-45CA-8E63-4AEE4BC9E38F},112950,2001-09-28 00:00,D,Y,F,SMETHWICK,SANDWELL,WEST MIDLANDS,A,A
{F5FA0810-661F-4EAC-9F30-BA36A54497CA},320000,2006-06-14 00:00,S,N,F,NEWBURY,WEST BERKSHIRE,WEST BERKSHIRE,A,A
{124FCBE0-D1E5-4006-9C88-76C4811E3BD4},650000,2013-09-19 00:00,D,N,F,LYME REGIS,EAST DEVON,DEVON,A,A
{D89AB88C-3C63-4BB0-9757-888E8F4E9F16},82000,1999-06-25 00:00,F,N,L,BRENTWOOD,BRENTWOOD,ESSEX,A,A
{DDDBE6FA-7FDF-44CB-8174-783AC3A97881},152500,1997-10-01 00:00,D,Y,F,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{B2154061-2228-47DF-8612-2A1CA8B742B1},253000,2015-03-27 00:00,D,N,F,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,A,A
{B0F13C31-88BC-4A06-ACDC-EC7E6EBD1418},134000,2002-02-22 00:00,D,N,F,TIVERTON,MID DEVON,DEVON,A,A
{85A3BE42-71C8-4E0D-84B5-4B4930F917EC},83000,2015-01-16 00:00,T,N,L,ROSSENDALE,ROSSENDALE,LANCASHIRE,A,A
{FAE7C4B3-E600-424F-9360-CC9344750A60},74000,1998-03-04 00:00,S,N,F,CANVEY ISLAND,CASTLE POINT,ESSEX,A,A
{792B0612-3CE2-40DA-AFC4-A40216E1076E},178000,2007-11-05 00:00,D,N,L,WINSFORD,VALE ROYAL,CHESHIRE,A,A
{1541BFD6-D043-493D-B0F0-60D7E7AA1E28},65995,1998-07-24 00:00,T,N,F,LONDON,NEWHAM,GREATER LONDON,A,A
{89243CEE-1F72-459F-A118-4454FDABF443},181500,1998-10-23 00:00,S,N,F,READING,WEST BERKSHIRE,WEST BERKSHIRE,A,A
{FBD72086-E203-4A5E-B360-C74C8C9A4B89},45000,1997-09-24 00:00,D,Y,F,PENZANCE,PENWITH,CORNWALL,A,A
{1BA8FC4A-A6BB-426F-A30B-49BC9313F76B},155000,1998-07-22 00:00,D,N,F,DISS,SOUTH NORFOLK,NORFOLK,A,A
{14FF93DB-D180-4444-8915-4C901A2865B6},93000,2004-12-03 00:00,S,N,F,NOTTINGHAM,CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,A,A
{B50253C0-707A-4406-9603-E0882A3ECFFA},120000,1995-02-23 00:00,S,N,F,SOUTHWOLD,WAVENEY,SUFFOLK,A,A
{4DEEEB61-852F-4815-AADC-8468815AAD7B},161500,2000-10-24 00:00,D,N,L,HALESOWEN,DUDLEY,WEST MIDLANDS,A,A
{E8B40F2D-1AB3-4DE2-B27E-F81AF3EF3357},89000,1995-09-29 00:00,F,N,L,LONDON,EALING,GREATER LONDON,A,A
{5F0BD754-7D82-49FD-81A2-A22F646CFD4C},290000,2005-07-29 00:00,F,N,L,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE,A,A
{896A0AB3-6C7A-4624-925B-6AEDAB6492FC},111300,2000-03-30 00:00,D,Y,F,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE,A,A
{AAA0A078-E306-4D01-9DC9-90AC61BAB00D},187500,2006-05-19 00:00,D,N,F,FALMOUTH,CARRICK,CORNWALL,A,A
{47844C7F-B8E6-8986-E050-A8C063056488},360000,2016-09-16 00:00,D,Y,F,COLCHESTER,TENDRING,ESSEX,A,A
{69FB741F-F2F0-4BC8-8532-9A96BBCBD3D4},41000,1995-05-05 00:00,F,N,L,FARNHAM,WAVERLEY,SURREY,A,A
{8A8EAF11-0E26-4D7A-82F1-62333D38779D},54500,2002-03-12 00:00,T,N,F,LEYLAND,SOUTH RIBBLE,LANCASHIRE,A,A
{91EDF762-4212-4503-98DF-EB1616356A0C},57500,1996-09-16 00:00,D,N,F,CHESTER,CHESTER,CHESHIRE,A,A
{AA7E3332-744F-4511-B9B4-547E0F143AD7},228000,2011-05-27 00:00,D,N,F,POOLE,POOLE,POOLE,A,A
{D17FA6E3-6F9B-4C84-B7B2-475E6E83DB1B},41125,1995-02-20 00:00,F,N,L,NEWCASTLE UPON TYNE,GATESHEAD,TYNE AND WEAR,A,A
{B4A5A8A1-5D1F-4CD2-B07C-361969585A64},98000,2009-08-27 00:00,S,N,F,ILKESTON,EREWASH,DERBYSHIRE,A,A
{1BFB98BC-8A0F-44C9-9077-67B5FF54A8BA},55000,1998-07-22 00:00,D,N,F,CLACTON-ON-SEA,TENDRING,ESSEX,A,A
{05B677FD-9430-4D44-9293-9A6D0A11392E},72000,1996-06-25 00:00,S,N,F,WATFORD,THREE RIVERS,HERTFORDSHIRE,A,A
{5638626A-F651-4B4A-9737-C1BBFEFE7422},50000,1997-11-17 00:00,D,N,F,SCUNTHORPE,NORTH LINCOLNSHIRE,NORTH LINCOLNSHIRE,A,A
{02E713B8-E43A-48B9-BED1-053D263D62DE},210000,2013-01-25 00:00,F,Y,L,MITCHAM,MERTON,GREATER LONDON,A,A
{92C12C2F-581B-4FE5-B726-6D2374D364E3},96537,2014-12-15 00:00,F,N,L,MANCHESTER,MANCHESTER,GREATER MANCHESTER,A,A
